Word,AoA_Read_Mean,AoA_Read_Std.Dv,AoA_Write_Mean,AoA_Write_Std.Dv
postman,6.897058824,2.670771684,7.092797784,2.256818065
tool,5.413793103,1.685383411,6.058823529,1.945331264
shampoo,6.160816327,1.95994813,6.923611111,2.144610724
howl,6.409387755,2.162894949,7.375510204,2.723686885
warn,5.83194589,1.448178579,6.361882716,1.779358004
gorilla,7.58650519,3.262227393,7.895061728,2.984019098
starfish,8.726516052,3.296836934,9.46969697,4.293780738
bun,6.285644531,2.706321339,6.721453287,2.582651115
carriage,7.133308985,3.081213056,7.845221607,3.219886192
lump,6.719907407,2.179008146,7.552631579,2.622123839
rhino,7.926470588,3.400384009,8.540540541,3.864687673
scent,7.971428571,3.635897124,8.592978395,3.183929934
palm,6.033333333,2.315365962,6.785714286,2.364833393
speaker,7.719444444,3.727325018,8.848484848,4.519894994
hillside,7.690992768,2.801685097,8.3971875,1.996592625
twig,7.263157895,2.426589315,7.743589744,2.32229411
ostrich,7.680555556,3.207475148,7.824324324,3.160555982
blame,6.726938776,2.062576773,7.540540541,2.588377812
sometime,6.652653061,2.211613382,7.714285714,2.709693151
movement,7.007330247,3.121664862,7.874095989,3.062463031
tinsel,7.205882353,2.249975242,7.675675676,2.418723884
cuckoo,8.296875,4.095354124,8.585714286,4.22263807
yarn,8.430555556,4.007408813,8.460526316,4.024219882
headache,7.208102493,2.722631505,7.67125,2.468776493
pound,6.971533517,2.607295662,7.916955017,3.113006254
weed,7.777315297,2.74452256,8.371972318,2.672612666
skill,7.558823529,2.878248378,8.057142857,3.033565725
aquarium,9.092105263,3.408763077,9.907894737,3.099379326
dozen,6.946280992,2.446019878,7.941176471,2.922651105
wander,8.243342516,2.704608955,8.665509259,2.92757291
squeal,7.324324324,3.333783753,8.189189189,3.494740793
plow,7.220679012,2.49968203,7.735803324,2.522060304
mini,7.267301038,3.490969849,7.604455807,3.274393153
squid,8.202702703,3.967680997,8.959459459,3.701310538
minister,9.837837838,3.84247832,10.21052632,3.384446897
rare,7.52244898,3.309140612,8.528571429,3.444823177
sparrow,7.509515571,3.080247888,8.27700831,3.362596854
shock,7.408564815,3.405845515,8.41025641,4.17995183
spiky,9,3.507135583,10.09459459,3.649272831
moan,9.459459459,3.579219302,10,3.570714214
townspeople,7.546384222,2.323849689,8.674214755,2.823885665
frustrated,8.573753463,2.54226374,9.519044321,2.481206401
introduction,9.148648649,3.364159266,10.32432432,3.474542768
steep,8.914285714,4.032014739,9.138888889,3.861182482
particular,9.25,3.855422897,9.814285714,3.674406143
mention,7.9375,3.721258908,9.013157895,4.465312014
bubbly,9.208333333,4.127218018,9.223684211,3.877686285
pace,9.342105263,4.396105868,9.513157895,3.932688445
warrior,8.935897436,3.127087697,9.692307692,2.808856727
creativity,9.430555556,4.180144867,9.972222222,4.00703746
canine,7.802977839,2.812977163,9.108108108,3.064435636
puss,8.659602076,3.180507874,9.424242424,3.731456678
achieve,8.864864865,4.16608104,9.171052632,3.949471938
jig,9.257575758,4.134687889,10,4.153311931
admirer,9.9125,4.030154766,10.7875,3.867828351
appreciate,9.277777778,3.308958499,9.597222222,3.53920783
shriek,9.035493827,2.691424515,9.425554017,3.114129331
series,8.114285714,2.864811138,8.736111111,3.248045811
presence,6.815789474,2.35791093,7.851351351,2.730651288
election,7.641519251,2.370154603,8.173010381,2.551758073
hike,9.157142857,4.245709649,9.540540541,4.468063181
cure,7.813002191,3.206818913,8.229783037,3.221652927
ghoul,8.905405405,3.616777721,9.445945946,3.752376624
wisdom,7.621621622,2.476011032,8.315789474,2.923393651
bumblebee,6.886678201,3.052991598,7.589846603,3.106026879
ant,5.131944444,1.942394537,5.443877551,2.023889554
stupid,6.023413111,2.16243686,6.343265306,2.099652649
policeman,5.745306122,1.990691078,6.862857143,2.511044511
burp,6.538108356,1.494975137,6.863769175,1.737406069
marker,5.851351351,1.628158746,6.689189189,1.676435336
wire,6.864257813,3.129901493,7.108410494,3.687775667
harm,6.035899654,1.788048203,6.727755102,1.72060789
sleepyhead,7.817382813,2.614828958,8.35683391,2.973726543
dandelion,7.595918367,3.277846941,8.621621622,3.65985239
ropes,6.995838288,2.852901869,7.704589844,3.250109914
nightlight,7.180899908,2.439202595,7.346122449,2.625857399
triceratops,6.897612489,2.094775843,7.82482699,2.322215743
sixth,5.815296566,1.892899995,6.028571429,1.830874338
nosy,6.514285714,1.892266437,7.650462963,2.545913271
rhyme,7.958977408,3.418946742,8.951612903,4.351924553
snot,7.735294118,2.977784651,7.855368882,2.676733087
poof,7.579475309,3.52806306,8.146822498,3.345350814
bracelet,7.419354839,2.490303777,8.242424242,3.041692611
peacock,6.888408304,3.563786697,7.161066472,3.163837077
pray,6.025494277,2.088174151,6.599609375,2.191534837
wedding,7.152777778,3.084105437,7.705882353,2.755483918
lighthouse,7.8,3.134720177,8.458333333,3.362343995
flame,6.155918367,2.020906253,6.708333333,1.841486201
drain,7.327976625,3.864630771,7.886080332,3.660549755
petal,6.68244898,2.249076336,7.621141975,2.400012426
scales,7.287878788,2.298200053,7.972972973,2.674327397
kit,7.25862069,2.415059485,7.454545455,2.392578487
shepherd,7.590909091,2.667672632,8.720588235,3.143514672
tide,8.146193772,2.48391581,8.722222222,2.770235793
education,6.978806228,2.480608423,7.604821037,2.788800193
slippery,8.635802469,3.106386561,9.785714286,3.123171734
chewy,7.708333333,3.851483944,8.5,3.77964473
wheelbarrow,8.5,3.175071823,9.381578947,3.089726242
trampoline,8.27027027,3.465293387,8.921052632,3.41800937
trace,9.045454545,4.427124554,9.314285714,4.00015756
common,7.257142857,2.696324919,8.485714286,2.974118046
buggy,8.47877551,2.953314965,8.548130194,3.484600015
telescope,9.166666667,3.980308674,9.581081081,3.727736716
audience,7.132352941,3.063244526,7.480968858,2.22657122
bait,7.458333333,2.340253344,7.947368421,2.530328132
greenish,8.397058824,3.785497469,8.460526316,3.808563571
rhythm,8.318181818,3.680222017,8.423225309,3.553041159
bumble,6.562283737,2.262960467,7.875102041,2.901422309
similar,8.486486486,2.785095466,9.565789474,2.995877917
surf,7.7,3.279167757,8.432432432,3.462421604
shiver,6.760387812,2.083695888,7.986842105,2.774124751
necessary,7.678240741,2.569212774,9.228571429,3.496516874
earn,8.208333333,3.600347205,8.040540541,3.823135672
stump,7.08122449,2.597627441,8.047091413,3.154788408
taxi,7.09375,2.802163545,8.023356401,3.113109901
delivery,7.260408163,2.644383129,7.934027778,2.444287457
groovy,7.9575,2.614053489,8.873438527,2.402216145
relief,6.579591837,1.97301509,7.622685185,2.624781632
fabulous,7.797297297,2.665258637,8.918918919,3.096847666
personal,7.830612245,2.950577584,8.671052632,3.209521973
proof,8.507330247,3.160324138,9.540540541,3.721891653
creak,8.105263158,3.335229428,9.210526316,3.805457637
mixture,7.582561728,1.961975799,8.657894737,2.959422111
code,8.194444444,3.427364205,8.653846154,3.532096899
halt,8.569444444,3.789370053,9,3.763863264
poster,8.161764706,3.239717038,8.418918919,3.491086892
ourselves,8.972972973,4.024138876,9.675675676,3.57696375
keeper,9.013888889,4.054073985,9.375,3.993521539
marvelous,8.357686981,2.46043761,9.289473684,2.71291102
according,8.564429012,3.275243089,9.234861592,2.815595483
director,8.75,3.802411516,9.514705882,3.871976424
dumpling,8.661764706,3.62173696,9.636363636,3.822778618
sly,9.242857143,4.305214739,8.810810811,4.000609938
acceptance,8.39755102,2.842951068,8.702040816,2.670954757
gaze,8.986486486,3.955457704,9.824324324,4.057257243
amongst,8.947368421,3.279315753,9.432432432,2.918242817
awe,8.008163265,3.245264878,8.716216216,3.816158155
source,8.122299383,3.0243005,8.821759259,3.038388826
weary,9.066938776,3.296436235,9.881578947,3.684214337
masterpiece,8.978878116,2.713938004,9.756756757,2.859248205
mistletoe,10.2125,3.402275822,11.12820513,3.300155396
trauma,9.527027027,3.815075989,9.973684211,3.788223873
struggle,7.653846154,2.63866455,8.565789474,2.638516815
link,8.381578947,4.067727652,8.682825485,3.566662391
toothpaste,5.068370987,1.59478753,5.724048443,1.586893946
clothing,5.770507813,1.69047694,6.653469388,2.16124698
sip,5.173469388,1.466098191,5.493572084,1.47723888
dresser,6.136741974,1.811909546,6.930664063,1.824344889
glove,5.568163265,1.604035598,6.093864134,1.702917028
hers,6.153808594,1.876604276,6.931228374,2.078864518
supermarket,6.431020408,1.831832982,7.319058642,1.982578127
sleeve,6.062857143,2.361092184,6.871141975,2.762105812
necklace,7.163966049,2.690960396,8.078947368,3.174063632
mug,6.1144641,2.993852398,5.901285583,1.50727651
skinny,5.965306122,1.873102996,6.60734072,2.004348156
windowsill,6.785714286,2.129228369,7.328947368,2.366078737
chain,6.42366691,2.283775379,7.486842105,3.150475816
camping,7.083333333,3.188147693,7.916666667,3.090307428
tube,6.303673469,1.922525047,6.813732652,2.240584949
sprinkle,7.527027027,3.345697789,8.324324324,3.164947376
icing,6.984375,3.382794166,7.539473684,3.413766999
kangaroo,7.378787879,2.5280622,7.618421053,2.888547307
parrot,6.532258065,2.397691542,7.1,2.594677811
suck,6.957959184,2.377697351,7.383487654,2.389475467
fart,6.617647059,2.191785019,7.019736842,2.273809147
leash,6.833333333,3.011881235,7.592105263,3.039948575
model,7.4,3.953405085,7.864864865,3.768746934
spelling,7.493652344,2.94758975,8.478027344,2.989620136
root,6.477502296,2.35219075,7.521632653,2.257665006
snore,6.823621228,2.031570696,7.774221453,2.497610482
nightmare,7.62962963,2.04817422,9.065714286,2.440099185
knot,6.623082542,2.08663066,7.697368421,2.672531631
peel,7.208333333,2.993743476,7.335963182,2.74202722
hunger,6.772460938,1.867390209,7.222318339,2.76959585
disgusting,7.119113573,2.308840334,8.045360111,2.314594402
label,6.166666667,1.599106894,6.736842105,1.891434612
doorstep,7.642857143,2.788392418,8.1875,3.073691697
librarian,7.652777778,3.760356071,8.270216963,3.250272336
private,7.865354938,3.104700061,9.069636678,3.216766159
temperature,7.779411765,3.055524496,8.147058824,2.853836896
record,6.87962963,2.562120622,7.258367347,2.429647244
title,6.928240741,2.661818717,7.716581446,2.918617363
notebook,6.553633218,2.314361418,7.244081633,2.459107021
equal,7.621212121,3.596939461,8.53030303,3.894987552
speedy,7.520833333,2.537134914,8.158509861,2.619125636
roller,7.314097882,2.416586704,7.598977356,2.489214732
genie,6.202702703,1.81987278,6.739956172,1.761965037
coyote,8.008487654,2.974130225,8.59894806,3.240358267
stocking,8.091307524,3.507272994,8.376731302,3.155883993
airport,6.327422145,2.302863115,7.07779401,2.672749571
wheelchair,8.277777778,2.755369937,8.784514244,2.859111499
hoof,8.596774194,2.978868227,9.272727273,3.262214808
hippopotamus,8.8125,3.864123654,9.484848485,4.228779464
joyful,6.183333333,1.945300851,6.647058824,2.20030787
bossy,7.797297297,3.473029936,8.432432432,3.403760506
floss,8.702702703,3.748072578,8.157894737,3.624438937
wreath,9.210526316,3.584183685,9.881578947,3.303221627
counter,7.399908173,3.097167006,7.875,3.45661891
classmate,7.020816327,2.608171992,7.926470588,2.985145936
golf,7.9375,4.103008338,8.073529412,4.002144033
bakery,7.104938272,2.340146055,7.674945215,2.972518983
riddle,8.242883379,3.187223684,8.375102041,3.085642979
sweat,8,3.426569613,7.928571429,3.347832611
fame,8.234375,3.533216516,8.838235294,3.607065012
holly,7.168457031,2.421306627,7.506925208,2.615274414
artwork,7.921052632,3.439685552,8.891891892,3.665028299
heal,8.486486486,3.495009312,8.894736842,3.381503533
matching,7.321827745,2.799269459,8.194944598,2.49984999
knowledge,7.453648915,2.883497482,8.1721875,2.94702899
cheerful,7.856099343,2.632394849,8.934210526,3.431119612
beige,9.958333333,3.76520726,10.32894737,3.617293889
boost,7.833007813,3.518990185,8.441176471,4.144665622
pure,6.195592287,2.168266533,7.188581315,2.194762437
northern,8.819444444,4.140656914,9.743243243,4.294087702
hut,7.74426079,3.423701347,9,3.542370265
reporter,7.553633218,3.088379341,8.47755102,2.938228157
slightly,8.537959184,3.314662292,9.308256173,3.594384061
suitcase,8,3.259082942,8.815789474,2.694892699
species,8.450617284,2.669732952,9.292824074,2.886948706
invention,7.121621622,2.132439283,7.741051863,2.209672996
whom,7.970588235,3.479248387,8.424242424,3.520300973
graceful,9.323529412,3.932926956,9.7,4.125245091
legend,8.602941176,3.586125223,9.528571429,3.95738858
league,9.197368421,3.879153352,9.75,3.762815938
terrified,8.881578947,3.882452225,9.648648649,4.068621226
roast,7.689189189,4.009279776,8.5625,4.068622113
encourage,8.75,3.223121703,9.921052632,3.005684515
jazz,8.864864865,3.461391517,9.421052632,3.421960707
museum,7.173875433,2.308690036,8.558823529,2.825116533
fee,8.4,3.887763609,8.837837838,3.931804177
oxygen,9.458333333,4.206075538,9.783783784,3.792427654
background,8.097645429,2.766207136,9.466469428,3.012007263
appetite,8.420910494,2.668858267,9.434210526,3.067200177
experience,8.763888889,3.797529481,9.455882353,3.431952459
stegosaurus,11.07894737,3.90517037,11.96052632,3.541990544
budge,8.864864865,3.174658006,9.618421053,3.399988495
clack,10.04411765,4.421654097,10.72058824,4.23940958
boa,9.092105263,3.796967608,9.763157895,3.752002784
opportunity,8.050036523,2.722237706,8.979912345,3.018696343
grape,5.333333333,2.279342515,5.717773438,1.965927546
lettuce,6.910714286,2.70477483,7.189446367,2.716249527
pin,4.688090737,0.911857141,5.375,1.464636914
outdoors,5.848484848,1.843420939,6.563673469,1.731289421
mustard,6.461072664,2.281211935,6.942143327,2.376673452
opposite,5.827422145,1.878949508,6.394813733,2.144776042
bride,6.960055096,2.496220221,7.067932798,2.094537649
tease,6.108571429,1.951073826,6.74122449,2.314655981
muffin,7.842128028,3.40863483,9.191176471,4.157896296
macaroni,8.15625,4.155131883,8.691176471,4.039604515
crunchy,7.128571429,3.144422834,7.817867036,2.611024863
hockey,6.667590028,2.539251061,7.763117284,2.697780508
lullaby,7.3,2.266118734,8.013513514,2.572521694
cloudy,6.765432099,3.12260098,7.028393352,2.617774115
forehead,6.321111111,2.24324415,7.236914601,2.21712547
uniform,6.215120526,2.039531944,7.096606648,1.909906665
mush,7.647058824,3.218152613,7.534696859,3.004792422
sentence,6.840397924,2.218307645,7.417959184,2.495766747
steer,8.371428571,3.519573122,8.855263158,3.477549414
carpet,6.657871972,2.144674612,7.27027027,2.456834556
terrific,8.027777778,2.885788935,8.32998615,2.785838605
cooler,6.600550964,2.441615713,7.236111111,2.570397721
cheesy,6.611029949,2.280093984,7.624589086,2.744724545
heavenly,8.575757576,3.834712367,9.132352941,3.937598144
pineapple,6.067041522,2.302339098,6.976990504,2.075000049
cockroach,8,4.203173404,8.026855469,3.505093397
rider,7.466666667,3.809998944,7.579089506,3.321554618
invitation,7.706790123,2.499474764,8.625,3.158605027
coast,6.919591837,2.421157952,7.918918919,3.051669656
lava,7.185714286,3.034327414,8.121621622,3.701361246
pedal,7.033950617,1.836206396,7.791666667,2.346349749
quilt,7.22183642,2.444905454,7.935185185,2.382235104
frightening,7.449459877,2.486768674,8.089116143,2.509949885
wobble,8.476666667,3.178991744,9.454545455,3.767383949
clerk,7.295847751,2.477696899,7.902681661,2.690975599
section,9.013513514,4.06968209,9.594594595,3.774618888
gentleman,7.802631579,3.23105596,8.653846154,3.410806831
slam,8.135135135,3.515143131,8.705128205,3.634118203
scout,8.134986226,3.435136957,8.96969697,4.067668623
trim,8.5,3.119829055,8.315429688,2.702559543
carnival,8.708333333,2.712734519,10.15277778,3.547271475
carton,7.099913495,2.9274989,8.083333333,3.398529094
pout,8.224537037,2.71076407,9.157414171,2.799851614
ceremony,8.3375,3.191309313,9.5178125,2.563463527
loop,7.493791088,3.487364572,8.102493075,3.387204195
fin,6.186851211,1.845859517,7.578125,2.426697527
japan,8.371428571,3.967409247,8.842857143,3.994060717
lad,8.611111111,4.007334545,9.243243243,3.950424769
flow,7.781574394,3.252659868,8.447199265,3.49094518
lighting,7.424242424,2.646109208,8.167346939,2.375718938
faint,8.020452885,2.907368255,8.342105263,3.173167194
honeydew,9.319444444,3.574018902,9.833333333,3.382729245
croak,8.554054054,4.075304664,8.973684211,3.945485563
yelp,8.405306122,3.459729024,9.148648649,4.054943596
afterwards,8.679487179,4.043329756,9.039473684,3.903189235
allergic,7.297297297,2.512356849,8.445945946,2.854781038
contact,7.060408163,2.555231636,8.485714286,3.255054247
slave,7.993441358,3.313686289,9.228191001,3.333367638
contain,7.965811966,2.845736394,8.952991453,2.759870303
adore,9.814285714,4.049483835,10.97142857,3.886142154
overcome,10.17142857,3.54994378,10.71621622,3.695982317
thud,10.92424242,4.91191347,11.5,5.067723175
receive,8.742857143,3.43291042,9.062089116,3.133358814
program,9.181818182,3.96826903,8.891891892,4.121648698
exchange,7.76990504,2.476507768,8.519357195,2.540138259
soothing,9.166666667,3.839894747,9.582040816,3.585724903
festive,8.111111111,3.359657957,9.118421053,3.353969432
feline,9.371794872,3.145000102,10.38461538,2.80615287
gracious,8.87283737,3.572756132,10.01428571,4.017399134
willing,9.115384615,3.84649796,9.763157895,3.760996206
drag,9.4375,4.257346591,9.882352941,4.353784184
scale,8.121621622,3.470921678,8.342105263,3.466256769
thoughtful,7.773061224,2.512912085,8.977959184,2.068924429
brass,8.065789474,3.588967804,8.973684211,3.716194232
perch,9.77027027,3.68856076,9.473684211,3.696140003
amazement,9.512820513,3.521526246,10.34615385,3.464393784
stroke,9.881578947,3.675033022,10.75675676,3.538717638
gazelle,10.08974359,3.544587785,10.90789474,3.5902557
flurry,7.488425926,2.819989782,8.560185185,2.777718253
habitat,7.869247626,2.859650997,8.715850986,3.114762244
delightful,10.1,3.436605361,11.01282051,3.366802285
blues,7.215120526,2.832101987,8.214390066,2.890292003
sculptor,10.1,3.700658292,10.9625,3.632805478
nighttime,4.782312925,1.615371978,5.197190427,1.632178956
cupcake,6.112903226,2.100435183,6.302977839,2.300264963
refrigerator,6.599173554,1.990208941,7.005193906,2.427533111
playtime,6.338287753,2.636286126,8.096774194,4.166172014
toothbrush,6.046967895,2.636062543,7.03125,3.507911565
freezer,5.991782007,2.024818458,6.653114187,2.232202213
smash,6.905276817,2.61419787,6.835640138,1.794327559
slap,6.780023781,2.766904339,7.147058824,2.818444154
peanuts,6.177764566,2.257553914,7.04296875,2.598921802
elbow,6.523265306,2.95967919,6.940408163,2.231417827
cracker,7.041015625,2.820111089,7.599480969,2.803189277
lunchtime,5.446428571,1.45512686,6.196969697,1.836859556
poke,7.359375,3.06971254,7.445945946,3.394815868
frosting,7.581081081,3.404477268,7.790166205,2.956109313
runner,6.225306122,2.019187925,7.192515432,2.246273989
singer,5.51384083,1.667101526,6.345679012,1.85350191
mop,6.493572084,1.95121365,7.03877551,2.422777496
address,7.203125,3.066098117,7.662162162,3.570819339
tug,6.959937565,2.773486628,8.387096774,3.335939841
prayer,6.202148438,3.031618746,6.912653061,2.527364692
cardboard,7.636574074,3.356239911,7.636188272,3.274335392
trophy,6.676470588,2.501158377,7.709490741,2.349550069
stir,7.024414063,2.878227658,7.092592593,2.975146907
leafy,7.243496358,3.291214181,7.915977961,3.246722784
treetop,7.662162162,4.108010559,8.828571429,3.949949473
toots,6.857142857,2.827312766,7.35699446,2.645634885
hairy,7.08122449,2.640948144,7.799123448,2.696507844
cane,7.634067952,3.30523653,8.222222222,3.752036484
cleaner,5.80017301,1.835190411,6.572530864,1.802204189
calendar,7.403265306,2.656487869,8.685714286,3.056058867
acorn,7.570707071,3.071777417,8.34765625,3.078400031
lord,7.605142332,3.337082386,7.94982699,3.114000233
fail,7.77027027,3.424978902,8,3.355057415
blank,6.232421875,2.065887027,6.802977839,2.715197964
rip,6.795415225,2.374606052,7.550540123,2.877300768
permission,8.013888889,3.278689004,8.657142857,3.018987531
ditch,7.234953704,2.468213655,7.702498356,2.589496687
whistling,8.825,3.229570901,9.692307692,2.999156427
likely,6.432525952,2.505373583,7.007716049,2.268259352
stamp,6.844489796,2.319399298,7.764660494,2.278827537
include,6.930280957,2.126821054,8.071428571,3.092074444
fort,7.229109275,3.082623042,7.638888889,3.388238293
area,7.945889698,3.521426286,8.285644531,3.228149529
possum,7.814285714,3.489660598,8.393939394,3.076517856
junk,7.382352941,2.94664376,8.028571429,3.072513
blade,6.908950617,2.560697132,7.880401235,2.389099469
mall,6.911764706,2.684045421,7.662162162,2.651137214
auditorium,8.378787879,3.56421078,9.132352941,3.597787248
recipe,7.445945946,2.950479678,8.216216216,3.426896354
mist,8.75,4.127015637,9.014705882,3.832645447
goody,6.991599708,2.564626796,8.148648649,2.766026193
outfit,7.96,3.095001532,8.418685121,3.598528957
manger,8.8,3.525537089,9.2,3.540106346
useless,7.035792549,3.03020803,7.855368882,3.016151542
perfume,7.565306122,2.297264111,7.861882716,2.139442684
armor,8.121621622,3.693848876,8.851351351,3.698469775
information,8.069444444,4.42743521,9.242857143,4.541267361
congratulations,7.581081081,3.028827958,8.689189189,3.145436181
musical,6.632231405,2.462564857,7.430555556,2.893719252
iron,6.941111111,2.929931195,7.585714286,3.691177308
drama,6.780276817,2.434657612,7.645761246,2.595073731
admire,7.61687363,2.705959405,8.405864198,2.615576035
snort,8.368517166,3.546824148,9.162162162,3.732466518
conductor,9.03030303,3.056599913,10.21212121,2.792373271
foil,7.705882353,3.087407579,7.973684211,3.064503329
steel,6.265625,2.482143893,7.121212121,2.50945183
bookshelf,8.108108108,3.419988497,8.723684211,3.37858392
creaking,9.352941176,3.930320003,9.888888889,4.039291153
grizzly,8.805555556,3.849448528,9.458333333,3.946743685
puck,7.491898148,2.809631596,8.321759259,3.115001642
peck,8.757142857,3.892623923,9.676470588,3.853141876
object,7.057617188,2.683653819,7.597222222,3.44097047
deserve,7.88365651,2.641876237,9.162162162,2.960513408
venom,9.375,3.816348533,9.808823529,3.829737521
muck,8.513888889,3.659598165,8.756756757,3.499249169
drowsy,9.026315789,4.103306788,10.02631579,3.795351653
device,7.72972973,3.301082723,8.569444444,3.74194903
polish,7.144312952,2.23650456,8.717948718,3.143068547
feathered,8.614612188,2.783285273,9.727903579,2.693950096
doodle,8.228268809,2.814994187,9.202702703,3.114614876
canvas,8.673849525,2.941884895,9.209141274,2.705290191
afar,8.485714286,3.653132649,9.222222222,3.784261476
clunk,9.026315789,3.300178882,9.434210526,3.123950748
humpback,8.440443213,2.32284007,9.573060942,2.474865599
ogre,7.368421053,2.611523865,8.078947368,2.657285538
thrill,7.707561728,2.731676861,8.743265306,3.027779518
brook,8.53030303,3.535399982,8.605263158,3.592706378
fang,7.864583333,3.318155549,8.57706355,3.567420919
flute,7.9684375,3.241424816,8.8396875,3.34445447
avoid,10.62903226,4.104809663,11.21875,4.284137095
horrid,8.533530572,3.336602538,9.615304709,3.35164496
roam,8.305555556,4.493293062,9.223684211,4.03648457
fireball,7.939058172,2.357236951,9.105263158,3.141177897
asteroid,9.631578947,3.722982331,10.74324324,3.66026263
poet,9.416666667,4.325313091,9.287878788,4.290305757
mate,8.150137741,3.212343125,8.310322156,3.178287315
paradise,8.814285714,3.512761848,9.375,3.655475345
command,8.292824074,2.505460032,8.949459877,2.706820198
position,8.743589744,3.778177984,9.320512821,3.497155196
major,8.922839506,3.177308151,9.640816327,3.066611706
nutritious,8.594594595,3.293170201,9.166666667,3.292849396
packet,8.955882353,4.501460448,9.542857143,4.192730804
pressure,8.448717949,3.417822621,9.289473684,3.486715288
investigate,9.545364892,3.136131644,10.58415516,2.7876766
situation,8.287755102,3.376730169,8.757487217,3.606801714
routine,9.013513514,4.025071577,9.837837838,3.719419859
consider,10.47058824,4.320390654,10.82857143,4.051039912
ought,8.434210526,3.499364909,9.378378378,3.444813746
giddy,8.795857988,2.941876392,9.668282548,2.753767417
courageous,9.418918919,3.558076715,9.987179487,3.717821907
duchess,9.42293645,2.727444679,9.69598338,2.876938022
bathtub,5.22175981,1.555630852,5.683265306,1.798660585
doggy,4.842155009,1.436925239,5.489439853,1.595005031
boot,5.482266436,1.538859903,6.010226443,1.908601151
behave,7.102853746,3.287836175,7.866210938,3.721017322
indoors,6.600346021,2.754209963,6.853395062,2.348172871
mailman,6.836326531,2.288782979,7.764660494,2.783917707
bumpy,8.060606061,3.355866076,8.763888889,3.88492712
skate,6.275022957,2.568349757,7.051836735,2.54809461
elevator,6.290166205,2.142413038,7.203813281,2.619920115
reflection,7.463476991,2.268276028,8.033235939,2.291360007
purse,6.392653061,1.681408728,6.357925493,1.552472173
eleven,6.215,1.779342672,6.598615917,1.990842018
licorice,8.308823529,3.80791581,8.478780864,3.288679889
rooftop,6.968364198,2.153632987,7.978395062,2.848721913
aisle,7.69651056,2.600048355,8.611111111,3.837988891
dolphin,6.111842105,1.778909255,7.513157895,2.320551082
mosquito,6.516272189,2.776127589,7.265625,3.603278917
noggin,8.407894737,3.506471359,8.897435897,3.445400227
gown,8,3.309550574,8.430555556,3.286667391
ambulance,8.191176471,3.54198777,8.955882353,3.512677575
glittering,7.558185404,2.657860483,8.769230769,2.944321372
diamond,8.060058594,3.71922882,8.638888889,4.634669215
worrying,8.742424242,3.855031639,9.382352941,3.910085684
separate,7.439006574,2.923427972,8.304709141,3.229119907
batch,6.358725762,2.471507328,7.30834977,2.820592486
importance,7.522923875,2.488215886,8.131578947,3.161602849
factory,8.439393939,3.59851874,8.778935185,3.248043053
pattern,8.78515625,3.372271055,9.009515571,3.326211753
compete,6.804081633,2.289213633,7.65162037,2.753607893
nonsense,8.168979592,2.848747088,8.219723183,2.895032275
vine,8.615384615,3.37650851,9.157894737,3.271715938
cloak,8.760330579,3.455578358,9.275482094,3.152849856
collie,8.542857143,3.445737837,9.838235294,3.30683541
goggles,8.25,3.356619116,9.092105263,3.212844288
athlete,8.5,3.971489302,8.814285714,3.804188315
cafeteria,9.029411765,4.272784162,9.785714286,4.299941371
lean,7.299123448,3.152431002,7.701241782,3.035440808
bald,7.651234568,2.885303364,8.322916667,2.901412064
complain,9.028571429,4.060105144,9.197368421,4.074541051
swell,7.380934989,2.797491031,8.049861496,2.417871538
puffy,7.979181885,3.068825056,8.663379356,2.881872617
jealous,7.993425858,2.647400848,8.682479224,2.966812784
connect,7.060993426,2.374214939,8.256756757,3.017591068
tinker,8.909090909,3.471883822,8.756756757,3.643147337
surprising,7.294292509,2.14870424,8,2.51868021
blessing,8.164036818,2.884206268,8.548125,2.543645536
platypus,8.27027027,2.775374336,8.972972973,2.581843511
mound,8.506574142,3.064390315,9.094594595,3.254991547
swift,8.256410256,2.957754738,8.649243918,2.319732586
solid,10.25,4.508057303,10.75,4.620851948
pardon,8.605263158,3.510905586,9.243589744,3.211557654
understanding,9.023673469,3.21914468,9.174214755,3.195378124
golly,8.222222222,3.842328989,8.661066472,3.736089882
task,7.121212121,2.564877869,7.552631579,2.85408544
butcher,8.351351351,3.349678394,9.472972973,3.465997423
wine,8.636363636,4.628837474,8.957142857,4.071730786
baton,8.828947368,3.351635978,9.052631579,2.960983843
spark,8.121621622,4.19557539,9.051282051,3.966628676
failure,7.895909423,2.956260809,8.715120526,2.994202082
beware,10.45454545,4.618853409,11.3030303,4.713576459
blub,7.779411765,3.859641953,8.416666667,3.855422897
obviously,8.565200617,2.995079407,9.736111111,3.791882516
coop,7.378378378,2.62309562,8.189189189,2.807112374
curiosity,9.714285714,4.638847655,10.25,4.447079396
grief,8.033601169,2.345310882,8.796932067,2.346536626
illustrator,9.558823529,3.763389643,10.31428571,3.560580162
independence,9.236842105,4.325813222,9.697368421,4.330188613
spirits,8.297297297,4.135650324,9.423076923,4.043413197
braces,8.128116343,3.193159961,9.333333333,3.293401164
clump,9.067567568,3.840866081,9.797297297,3.946622078
bass,10.01470588,4.81708653,10.41428571,4.492617661
pity,9.823529412,3.988396718,10.25,4.096165454
concerned,8.548996914,2.479822645,9.736111111,3.078696642
terror,9.407894737,4.623464337,10.59459459,4.533575113
taps,8.757142857,4.220697302,9.135135135,4.12082895
miniature,8.349151235,2.840702277,9.118421053,3.14821745
